text,bonus_clustering
Θεέ μη στέλνης στο παιδί κ' βάζ' ο νους της μάνας,0
Και το ζόρι ο Θεός τόπεζε,0
Τέθοι αθρώποι πλέρωνέ τσοι καί νά σού λείπουνε,0
"Που 'εννήθη στη φυλακή, τση φυλακής θυμάται",0
Ανάλατη την έχουνε,0
Έτσι τάφερ' η κατάρα,0
Δε φεύγει απού μέσ' στα μάθια μου,0
Ο Θεός να σε φυλά' α' τάδικο ή φυλάη απού τ' άδικο,0
Ένας αξίζει εκατό κι οι εκατό δέν αξίζουν ένα,0
Τσ' ελιάς τό φύλλο 'ναι,0
Η αγάπη ' ναι μισάρικη,0
"Τα μικρά δεν ήθελες τα μεγάλα ΄ύρευγες, τράβα, ΄έρο διάολε",0
Παίρνω πρέφα,0
Από 'κει που θα σαρτάρη η ζούλα θα σαρτάρη και το ριφάκι,0
Άλλα λόια ναγαπιόμεστα,0
Βάρτε το Θεό στη μέση,0
"Εκάην εδά το πάπλωμα, μα κι΄οι ψύλλοι, οι διαόλοι τσ' επήρανε",0
"Που δε ξοδιάση, δε σοδειάζει",0
Η καλή μέρα φαίνετ' απού ταχυτέρου,0
Ο Μάρτης φλέες ανοίει κι' Απρίλης τσι ξανοίει,0
Φασούλι το φασούλι 'εμίζει το σακκούλι,0
Δεν έχει ως μύτης βελόνας πράμα,0
"Α μάθ' ο γέρος γάδαρος πορπατηξιά, θα μάθω κι εγώ γράμματα",0
Καλού καιρού ξύλο,0
Άμα ξαναγίνω νύμφη ξέρω να καμαρώνω,0
Απουπόξω μπέλα μπέλα κι' απού μέσα κατσιβέλα,0
Βήει ο κλέφτης τσι φωνές να φυ' ο νοικοκιούρης,0
Δε νοάς και συ καμένε να μοιράσης δυό αδάρ' άχερα,0
"Μήτ' εσύ, παπά, στα Φώτα, μήτ' εω στον αγιασμό",0
"Άμα δε μάθης μικρός, μεγάλος δε μαθαίνεις",0
Το μήλο θα πέση κάτ' α' τη μηλιά,0
Να 'δα ο καλαθοβεργοδότης,0
Κάθε μπόδιο ιά καλό,0
Τση νύχτας τα καμώματα τα θωρεί (ή τα βλέπ') η μέρα και 'ελά,0
Παρασκεβγοπλυμένη μου και σαββατοστεγνώστρα,0
Βάλε και το χέρι σου στην γκαρδιά σου,0
Ποιός είδεν ένα να κρίνη δυό;,0
Άνθρωπος από ενιά και σκύλλος από μάντρα,0
"Πότε πίττα με λαρδί, πότε πίττα μοναχή, πίτε και μητε καθόλου",0
Εώ τόκαψα το πηάδι,0
"Θές δε θές, γάδαρε, πιέ νερό",0
Ο κακός κακά φρονεί,0
"Αν είχεν η λαλά μου νιτερέσα, ΄θελε να τηνε λέω πάπο",0
Είχα το παιδί κι' είχα τη χαρά κι' ήψηνα (ή ήβραζα) τ' αβγό κι' ήτρωα το 'ω,0
"Εώ σου λέω να κάμης χίλια πρόβατα (ή: ζα), εσύ δεν θες; ... νοργιά (ή: τρίχα) (ή: τρίχα να μην απολάψης)",0
Όντεν έχης πέντε κράθιε κι' όντεν έχης δυό ξαπόλα,0
Το λύσαι και το δέσαι ήτανε ετότες οι Χιώτες 'ς τη Σύρα,0
Ήβγε του θεριστή τ' όνομα άρα θερίση άρα μη σκίση,0
Χίλια λόια έναν άσπρο,0
Τέθοια βούδια τρών οι λύκοι,0
Του μεγάλου το λάθος είναι βαρύ,0
Ποιός στραβός δε θέλει το φώς,0
"Κάποιον επαντρέβγασι, λες και ξέρει το και κείνος",0
Αν έχη ψιμοβροχές,0
Εκοιμήθην ο σκαθιάς κι είδε σκατένιον όνειρο,0
Θα σου βγάλω τα νύχια σου,0
Ούτε ο βρόθεος δεν γυρίζει τώρα τον έμυαλο,0
"Τ' 'αη Γιωργιού ύφαινενε μια το πανάκι ντου και ήλεενε: άη Γιώργη μου, φαίνε μου το πανάκι. Λέει να σής (σείης) τα χέρια σου και τα ποδάρια σου να φαίνεται το πανάκι σου",0
Όποιος 'ς το κόσμο δε γλεντά και το κρασί δεν πίνει άθρωπος δε λογίζεται όσο χρονώ κι α γίνη,0
"('Ια) πως θα φά' ένας άθρωπος μια σκατουλα, πρέπει να τη φάη κι ο άλλος;",0
Η Σάρα και η Μάρα και μια στραβή σομάρα,0
Σαν δεν ήξερες να κάνης μακαρόνια τι τον έπαιρνες τον άντρα δίχως δόντια,0
Μόνου ο Θεός είν' αλάθευτος,0
"Να 'δα η γρϊά, πού δεν είχε δόδια 'ιά το μέλι",0
Νοικοκιουρεύγει τη στάχτη και πετά τ' αλεύρι,0
Αμπασαδούρου κεφαλή ποτέ κομμό δεν έχει,0
"Όπουβρω τ' ανεβάτζο μου, εκείν' τα γονικά μου",0
Ακλουθά μου ο πίθος κι ο ροός και φαίνομαι καματερός,0
Ο καλόερος κοιμάται κι ο Βρϊός του μαερεύγει,0
Άλλος α' τη Χιό,0
"Άσπροι σκύλοι, μαύροι σκύλοι, όλοι οι σκύλοι μια ενιά",0
Από κολοκύθι είσαι,0
Έχει ο καιρός γυρίσματα κι΄ο μήνας εβδομάδες,0
Εφτό σύρνεται,0
Τρέχα ΄ύρευγε και καιρό μη χάνης,0
Των απεθαμένων οι παραγγελιές και τω ζωντανώ τα θελήματα,0
Για πείσμα του ειτονου μου θα κόψω ώ τα ρχ ... μου,0
"Κι' ετουτον είναι, να περάση θέλει",0
Δεν ήξερει τα τρία κακά τση μοίρας του,0
"Όποιος δεν έχει καλό νου, έχει καλά ποδάρια",0
"Ο ζαβός δε φορεί κουδούνια, μόν' α' τα καμώματα γνωρίζεται",0
"Δεν ηξέρω 'ω ζευγάρι ξεζευγάρι, τρεις φορώ στο κάθα μου ποδάρι",0
Α σου δώσω καμμιά θα δης τον νήλι ανάσκελα,0
Βλέπε μάννα κ' έπαιρνε παιδί βλέπε γούγια και κόβε παννί,0
Στο πιστέβγω θάρθω,0
"Ο Μάρτης ο γδάρτης, κι' ο παλουκοκάφτης",0
"Εγώ, βρέ, είμαι μέ τσί ούτσι ούτσι καί μέ τσί χοίροι χοίριος",0
Ο Μάρτης βάζει το σκύλο στο δροσό και τον γάτο στον πυρόμαχο,0
"Μερόδούλι, μεροφάϊ",0
"Πρι να ρίξης πέτρα, τα υστερνα σου μέτρα",0
Τα σκυλάκια με βαστούνε,0
Ήβγαλε τζη τα μάθια τζη,0
Ήβγε το μάτι μου,0
Αλογάντ' εκάτσαν κ' οι γαϊδουράντ' εδούλεψαν,0
Ο Θεόν τερεί το ραχίν και θέκ' το χον!,0
Πολλά που παθάν' πολλά μαθάν,0
Άφ' τον Άδη σκάνταλα εβγάλλει,0
Η μάννα εν γλυκίν κρασίν έμνοσιον παξιμάντιν που πίνει άτο ξα κι μεθά που τρώγει α κι χορτάζει,0
Ας ση γειτονεία σ' σύντροφον κι ας σ' οσπίτι σ' αζούχ!,0
Ούμπαν πας η οκά τετρακόσα τράμα έν΄,0
Όθεν παν κι άλλο κ' έρχουνταν,0
Ο διάβολον δουλείαν κ΄είσεν εγάμνεν τα παιδιά,0
"Η γλώσσα ζογρό γερτέ τσείται, κλαδία, τζατζία κ' έχ'",0
"Τ' οχτώ ους να 'κι δις, τ' εννέα 'κ' απορείς να παίρτς",0
Τσί θα φορεί κι αντρίζ';,0
Το κόκκινον την Πέφτ',0
Τη γυναίκαν είπαν ατεν ο γουρζουλάς παιδιά μοιράζ''. Τ' εμόν μ' επαίρ'νεν' είπεν και τ' εκεινού λαζούμ' κ' έτον',0
Το κολογκύθιν 'ς εμόν ρο κεφάλιν έσπασεν,0
"Το δώσ' μ' α δώσ' μ' α έμαθεν, το να 'κ' επεγροικίστεν",0
Ο Θεόν δί' τα φάβατα που 'κ' εγροικούν να τρώγ' ν άτα,0
Δός εμέν και το παιδί μ' κι' άντρας ιμ 'ς σήν πόρταν κάν στέκ,0
Αούτος ο Θεός πασκείντο εν Αρναούτ' ς;,0
Έμαθαμ' και τη Σεβαζί την ευτενίαν,0
Ο γυρεύον εγύρευεν κ΄ έδιν΄νεν για τη ψήν άτ΄,0
Τ' ελάδια μ' έκσεα,0
Ευκής παιδίν εν,0
Μά'χ κρατεί,0
Μακρά αδελφός και σιμά ο γειτονάς,0
Αν επορώ σο περβόλι σ' θήκω έναν λιθάρ,0
Η μερμύκα πα με τ' εκεινές το γαντάρ σεράντα πατουμάνια έρθεν,0
Οκνία μαυροπροσωπία,0
"Ο Θεός κορώνα να έκουεν, 'ς σον κόσμον άλογα 'κι θα επέμειν' ναν",0
Άτραν κι άλεγον που 'κ έχ'ς σην παρέβγαν ντ' έργον έχ;,0
Αγράμπουλον κακκόμελον,0
"Καινούργιον κόσκινον, που να κρεμάνω σε; Κι όντες παλιώνεις, που να τινάω σε;",0
Τα κρίματα μ' επήρες,0
Μασχαρευτόν και τσαχευτόν,0
"Τρανόν κακό, τρανόν πελάν, τρανόν τυραννισίαν",0
Το θελυκό το πουλλί φκειάει την φωλέα,0
Άντρας εμ άς εν ουστάπασης και τζοχάρ' αν θέλτς ας εσ',0
Ας σο στούδιμ ατ'΄εν' ντο κι' αγαπείεται,0
"Τ' έναν τ΄ ομμάτνατ σ΄ Αϊλαλού, και τ' άλλο σ' Αϊκώστα",0
Έξ' κι απαδά!,0
Τ' ομματί μ με το σκωλεκιν ετσκώθεν,0
Ντο εν τη καμελί ορθόν να έτον και η γούλα,0
Κ' η καλομάννα μ' ποίει ατο,0
Για παιδόπλο για πανόπλο,0
Μουχτερόν πουλούν,0
Ραφ και σοκέννε,0
Σην αναβροχήν το χαλάζ πα καλόν εν,0
"Σιλτουρ', 'ς σα ξύλα, 'ς σο νερόν, Σιλτουρ', 'ς ση χαμαιλέτεν",0
"Χεμ' κλέφτες, χεμ απανώτερος",0
"Το έναν τ' αχούλ' πα καλόν εν, άμα τα δύο κι άλλο καλλίον",0
"Ο Θεόν έδουνεν τα φάβατα, 'ς εκείντς που ΄κ' έχ΄ νε δόντια",0
"Τα κουντούρας κρόξ κρούξ, τας κοιλίας λάγξ λούγξ",0
Ήντσαν θέλ' το καλό σ' ευτάει σε και κλαις,0
Το δανεικό να γελά,0
Ο Θεός σο ρασύν θήκ και το χιόν,0
Αφέντρια ελέϊνεν: όλα τά σεράϊα τά 'μα είναι,0
Ας σον Γιώρ' κέσ' τον Αέρ' πα ικράχ εποίκα,0
Κανείνος κερίν ους να εμέρωσεν 'κ' επίασεν,0
Εκαβάλλ' κεψεν τα πουλάλα,0
Απέμεινε πουλλίν 'ς σο κλαδίν,0
Αμόν Πέτρος μ' ίνεσαι,0
Με το μολύβ' να κρούς άτον αίμαν 'κι στάζ',0
Τ' αργάτ' η γυναίκα ους το μεσημέρ' πεινά,0
Ο κλέφτες 'κι ωρίεται,0
Εδέκαν 'ς ση ράχαν ατ' το ταούλ' κι ατείν' κρούγ' νε τα κοπάλα,0
Τημ μυμύαν καμέλιν ποίει,0
Έδωκα νερόν αφκάτ' ατ',0
Για τ'έναν ψύλλον καίει το χαλίν,0
Μαγκούριν κι έχω,0
Ντο έχς Μουράτ; - Το είχα πάντα,0
"Εθέλεσες κ' επέθανες, τη γης χαράν εποίκες",0
Τ' αδέλφια νταν χωρίουνταν ο ήλον πά ματούται μουδί ο ήλον μαναχόν τη ήλ'η μάνα πάλι,0
"Απάν εποίκεν, αφτιά εποίκεν...",0
Ας είχα τον άντραν μ' κι άς έμ' και 'ς ση κυρού μ,0
Άθρωπος θωρείς και καρδιές 'κε γνωρίεις,0
Του Θεού το μαθετιάτικον,0
